Fiscal Year,Month,Scenario,Financial Plan Year,Expense Type,Agency,Function,Occupational Group,Positions
2024,2024-02-01,Adopted Budget,2024,NREIMB,LIRR,Operations,Professional/Technical/Clerical,131
2024,2024-02-01,Adopted Budget,2024,NREIMB,LIRR,Operations,Managers/Supervisors,361
2024,2024-02-01,Adopted Budget,2025,REIMB,MNR,Maintenance,Managers/Supervisors,105
2024,2024-02-01,Adopted Budget,2025,REIMB,SIR,Engineering,Managers/Supervisors,2
2024,2024-02-01,Adopted Budget,2024,NREIMB,MNR,Engineering,Managers/Supervisors,4
2024,2024-02-01,Adopted Budget,2025,NREIMB,BT,Public Safety,Operational Hourlies,267
2024,2024-02-01,Adopted Budget,2024,REIMB,NYCT,Operations,Operational Hourlies,1026
2024,2024-02-01,Adopted Budget,2024,REIMB,SIR,Operations,Operational Hourlies,20
2024,2024-02-01,Adopted Budget,2025,REIMB,NYCT,Operations,Operational Hourlies,1026
2024,2024-02-01,Adopted Budget,2025,NREIMB,MTAHQ,Public Safety,Operational Hourlies,1010
2024,2024-02-01,Adopted Budget,2024,NREIMB,MNR,Maintenance,Managers/Supervisors,628
2024,2024-02-01,Adopted Budget,2024,NREIMB,SIR,Administration,Operational Hourlies,8
2024,2024-02-01,Adopted Budget,2025,NREIMB,MTABC,Administration,Managers/Supervisors,49
2024,2024-02-01,Adopted Budget,2025,REIMB,LIRR,Administration,Managers/Supervisors,34.3
2024,2024-02-01,Adopted Budget,2024,NREIMB,BT,Engineering,Managers/Supervisors,34
2024,2024-02-01,Adopted Budget,2025,NREIMB,BT,Maintenance,Professional/Technical/Clerical,11
2024,2024-02-01,Adopted Budget,2024,REIMB,CD,Administration,Professional/Technical/Clerical,5
2024,2024-02-01,Adopted Budget,2024,NREIMB,MTABC,Administration,Managers/Supervisors,49
2024,2024-02-01,Adopted Budget,2024,NREIMB,NYCT,Operations,Professional/Technical/Clerical,443
2024,2024-02-01,Adopted Budget,2025,REIMB,CD,Administration,Professional/Technical/Clerical,5
2024,2024-02-01,Adopted Budget,2024,NREIMB,NYCT,Public Safety,Professional/Technical/Clerical,41
2024,2024-02-01,Adopted Budget,2025,REIMB,MTABC,Engineering,Professional/Technical/Clerical,11
2024,2024-02-01,Adopted Budget,2024,NREIMB,MTAHQ,Public Safety,Managers/Supervisors,245
2024,2024-02-01,Adopted Budget,2025,NREIMB,MNR,Operations,Professional/Technical/Clerical,235
2024,2024-02-01,Adopted Budget,2025,NREIMB,LIRR,Engineering,Operational Hourlies,0
2024,2024-02-01,Adopted Budget,2024,NREIMB,SIR,Engineering,Professional/Technical/Clerical,0
2024,2024-02-01,Adopted Budget,2024,REIMB,NYCT,Operations,Professional/Technical/Clerical,34
2024,2024-02-01,Adopted Budget,2024,NREIMB,BT,Public Safety,Professional/Technical/Clerical,36
2024,2024-02-01,Adopted Budget,2024,REIMB,LIRR,Engineering,Operational Hourlies,0
2024,2024-02-01,Adopted Budget,2024,REIMB,MTABC,Administration,Managers/Supervisors,2
2024,2024-02-01,Adopted Budget,2024,REIMB,NYCT,Administration,Operational Hourlies,0
2024,2024-02-01,Adopted Budget,2024,REIMB,MTABC,Engineering,Managers/Supervisors,15
2024,2024-02-01,Adopted Budget,2024,NREIMB,BT,Operations,Professional/Technical/Clerical,0
2024,2024-02-01,Adopted Budget,2024,REIMB,BT,Operations,Professional/Technical/Clerical,28
2024,2024-02-01,Adopted Budget,2025,NREIMB,BT,Engineering,Professional/Technical/Clerical,124
2024,2024-02-01,Adopted Budget,2024,NREIMB,MTAHQ,Administration,Professional/Technical/Clerical,1344
2024,2024-02-01,Adopted Budget,2025,NREIMB,MNR,Engineering,Managers/Supervisors,4
2024,2024-02-01,Adopted Budget,2025,NREIMB,BT,Maintenance,Managers/Supervisors,27
2024,2024-02-01,Adopted Budget,2024,NREIMB,MTABC,Public Safety,Managers/Supervisors,8
2024,2024-02-01,Adopted Budget,2025,NREIMB,MTABC,Operations,Operational Hourlies,2247
2024,2024-02-01,Adopted Budget,2024,NREIMB,MNR,Administration,Managers/Supervisors,161
2024,2024-02-01,Adopted Budget,2024,REIMB,LIRR,Administration,Operational Hourlies,0
2024,2024-02-01,Adopted Budget,2024,NREIMB,MTABC,Public Safety,Professional/Technical/Clerical,5
2024,2024-02-01,Adopted Budget,2024,REIMB,LIRR,Maintenance,Professional/Technical/Clerical,43.6
2024,2024-02-01,Adopted Budget,2025,REIMB,NYCT,Administration,Managers/Supervisors,46
2024,2024-02-01,Adopted Budget,2025,REIMB,SIR,Engineering,Professional/Technical/Clerical,2
2024,2024-02-01,Adopted Budget,2024,REIMB,MNR,Maintenance,Operational Hourlies,304
2024,2024-02-01,Adopted Budget,2025,REIMB,NYCT,Operations,Professional/Technical/Clerical,34
2024,2024-02-01,Adopted Budget,2025,NREIMB,MNR,Operations,Operational Hourlies,1600
2024,2024-02-01,Adopted Budget,2025,NREIMB,MTABC,Maintenance,Professional/Technical/Clerical,37
2024,2024-02-01,Adopted Budget,2024,NREIMB,LIRR,Maintenance,Professional/Technical/Clerical,215.4
2024,2024-02-01,Adopted Budget,2025,REIMB,MTABC,Maintenance,Professional/Technical/Clerical,1
2024,2024-02-01,Adopted Budget,2025,NREIMB,BT,Administration,Managers/Supervisors,30
2024,2024-02-01,Adopted Budget,2024,NREIMB,LIRR,Maintenance,Managers/Supervisors,810.71
2024,2024-02-01,Adopted Budget,2025,REIMB,NYCT,Administration,Professional/Technical/Clerical,83
2024,2024-02-01,Adopted Budget,2025,NREIMB,LIRR,Operations,Managers/Supervisors,361
2024,2024-02-01,Adopted Budget,2024,REIMB,NYCT,Administration,Professional/Technical/Clerical,83
2024,2024-02-01,Adopted Budget,2025,REIMB,NYCT,Public Safety,Operational Hourlies,0
2024,2024-02-01,Adopted Budget,2025,REIMB,MTABC,Administration,Managers/Supervisors,2
2024,2024-02-01,Adopted Budget,2025,REIMB,SIR,Operations,Managers/Supervisors,5
2024,2024-02-01,Adopted Budget,2025,NREIMB,NYCT,Administration,Professional/Technical/Clerical,535
2024,2024-02-01,Adopted Budget,2025,REIMB,CD,Engineering,Professional/Technical/Clerical,192
2024,2024-02-01,Adopted Budget,2025,REIMB,MTABC,Administration,Professional/Technical/Clerical,4
2024,2024-02-01,Adopted Budget,2025,NREIMB,MNR,Engineering,Professional/Technical/Clerical,2
2024,2024-02-01,Adopted Budget,2024,REIMB,CD,Engineering,Professional/Technical/Clerical,192
2024,2024-02-01,Adopted Budget,2024,REIMB,NYCT,Maintenance,Professional/Technical/Clerical,399
2024,2024-02-01,Adopted Budget,2024,NREIMB,LIRR,Administration,Managers/Supervisors,242.8
2024,2024-02-01,Adopted Budget,2024,NREIMB,BT,Administration,Managers/Supervisors,30
2024,2024-02-01,Adopted Budget,2024,NREIMB,NYCT,Administration,Operational Hourlies,24
2024,2024-02-01,Adopted Budget,2024,NREIMB,MNR,Operations,Professional/Technical/Clerical,235
2024,2024-02-01,Adopted Budget,2025,NREIMB,MNR,Operations,Managers/Supervisors,288
2024,2024-02-01,Adopted Budget,2025,REIMB,MNR,Maintenance,Operational Hourlies,304
2024,2024-02-01,Adopted Budget,2024,REIMB,NYCT,Operations,Managers/Supervisors,209
2024,2024-02-01,Adopted Budget,2025,NREIMB,MNR,Maintenance,Operational Hourlies,2116
2024,2024-02-01,Adopted Budget,2025,NREIMB,SIR,Maintenance,Professional/Technical/Clerical,9
2024,2024-02-01,Adopted Budget,2024,REIMB,MTABC,Maintenance,Professional/Technical/Clerical,1
2024,2024-02-01,Adopted Budget,2025,REIMB,MNR,Operations,Operational Hourlies,103
2024,2024-02-01,Adopted Budget,2024,NREIMB,SIR,Administration,Managers/Supervisors,16
2024,2024-02-01,Adopted Budget,2024,NREIMB,LIRR,Administration,Professional/Technical/Clerical,147.8
2024,2024-02-01,Adopted Budget,2025,NREIMB,MNR,Maintenance,Professional/Technical/Clerical,512
2024,2024-02-01,Adopted Budget,2025,REIMB,MNR,Engineering,Managers/Supervisors,34
2024,2024-02-01,Adopted Budget,2024,REIMB,NYCT,Engineering,Managers/Supervisors,313
2024,2024-02-01,Adopted Budget,2024,REIMB,MTABC,Engineering,Professional/Technical/Clerical,11
2024,2024-02-01,Adopted Budget,2024,NREIMB,MNR,Maintenance,Professional/Technical/Clerical,512
2024,2024-02-01,Adopted Budget,2024,NREIMB,LIRR,Operations,Operational Hourlies,2175.1
2024,2024-02-01,Adopted Budget,2025,REIMB,NYCT,Public Safety,Managers/Supervisors,22
2024,2024-02-01,Adopted Budget,2024,NREIMB,SIR,Operations,Operational Hourlies,100
2024,2024-02-01,Adopted Budget,2024,REIMB,BT,Engineering,Professional/Technical/Clerical,103
2024,2024-02-01,Adopted Budget,2025,NREIMB,CD,Administration,Professional/Technical/Clerical,5
2024,2024-02-01,Adopted Budget,2025,NREIMB,LIRR,Maintenance,Professional/Technical/Clerical,215.4
2024,2024-02-01,Adopted Budget,2024,REIMB,MNR,Engineering,Professional/Technical/Clerical,37
2024,2024-02-01,Adopted Budget,2025,NREIMB,MTABC,Administration,Professional/Technical/Clerical,60
2024,2024-02-01,Adopted Budget,2025,REIMB,LIRR,Operations,Professional/Technical/Clerical,1
2024,2024-02-01,Adopted Budget,2025,NREIMB,SIR,Operations,Managers/Supervisors,21
2024,2024-02-01,Adopted Budget,2025,NREIMB,BT,Maintenance,Operational Hourlies,350
2024,2024-02-01,Adopted Budget,2025,REIMB,LIRR,Administration,Operational Hourlies,0
2024,2024-02-01,Adopted Budget,2025,NREIMB,NYCT,Public Safety,Managers/Supervisors,444
2024,2024-02-01,Adopted Budget,2024,REIMB,MNR,Operations,Professional/Technical/Clerical,3
2024,2024-02-01,Adopted Budget,2025,NREIMB,NYCT,Maintenance,Operational Hourlies,16732
2024,2024-02-01,Adopted Budget,2025,NREIMB,NYCT,Engineering,Operational Hourlies,0
2024,2024-02-01,Adopted Budget,2025,NREIMB,SIR,Administration,Operational Hourlies,8
2024,2024-02-01,Adopted Budget,2024,NREIMB,BT,Engineering,Professional/Technical/Clerical,124
2024,2024-02-01,Adopted Budget,2025,NREIMB,MTABC,Maintenance,Operational Hourlies,855
2024,2024-02-01,Adopted Budget,2025,NREIMB,BT,Public Safety,Managers/Supervisors,117
2024,2024-02-01,Adopted Budget,2025,NREIMB,NYCT,Operations,Managers/Supervisors,2741
2024,2024-02-01,Adopted Budget,2024,NREIMB,NYCT,Administration,Professional/Technical/Clerical,535
2024,2024-02-01,Adopted Budget,2025,NREIMB,SIR,Engineering,Professional/Technical/Clerical,0
2024,2024-02-01,Adopted Budget,2025,NREIMB,NYCT,Engineering,Professional/Technical/Clerical,0
2024,2024-02-01,Adopted Budget,2025,NREIMB,SIR,Maintenance,Operational Hourlies,169
2024,2024-02-01,Adopted Budget,2025,REIMB,MTAHQ,Administration,Managers/Supervisors,23
2024,2024-02-01,Adopted Budget,2025,REIMB,NYCT,Engineering,Professional/Technical/Clerical,825
2024,2024-02-01,Adopted Budget,2024,NREIMB,NYCT,Maintenance,Operational Hourlies,16732
2024,2024-02-01,Adopted Budget,2024,NREIMB,NYCT,Engineering,Operational Hourlies,0
2024,2024-02-01,Adopted Budget,2025,NREIMB,BT,Engineering,Managers/Supervisors,34
2024,2024-02-01,Adopted Budget,2024,REIMB,MTABC,Maintenance,Managers/Supervisors,5
2024,2024-02-01,Adopted Budget,2025,NREIMB,SIR,Engineering,Managers/Supervisors,2
2024,2024-02-01,Adopted Budget,2025,NREIMB,NYCT,Engineering,Managers/Supervisors,0
2024,2024-02-01,Adopted Budget,2024,NREIMB,SIR,Maintenance,Operational Hourlies,169
2024,2024-02-01,Adopted Budget,2025,NREIMB,NYCT,Operations,Operational Hourlies,19298
2024,2024-02-01,Adopted Budget,2024,NREIMB,LIRR,Engineering,Professional/Technical/Clerical,2
2024,2024-02-01,Adopted Budget,2025,REIMB,MNR,Operations,Professional/Technical/Clerical,3
2024,2024-02-01,Adopted Budget,2025,NREIMB,LIRR,Engineering,Professional/Technical/Clerical,2
2024,2024-02-01,Adopted Budget,2024,NREIMB,MTABC,Operations,Professional/Technical/Clerical,45
2024,2024-02-01,Adopted Budget,2025,NREIMB,NYCT,Public Safety,Professional/Technical/Clerical,41
2024,2024-02-01,Adopted Budget,2024,NREIMB,NYCT,Engineering,Managers/Supervisors,0
2024,2024-02-01,Adopted Budget,2024,REIMB,MNR,Administration,Managers/Supervisors,7
2024,2024-02-01,Adopted Budget,2024,REIMB,LIRR,Operations,Managers/Supervisors,8
2024,2024-02-01,Adopted Budget,2025,REIMB,NYCT,Administration,Operational Hourlies,0
2024,2024-02-01,Adopted Budget,2024,NREIMB,BT,Maintenance,Operational Hourlies,350
2024,2024-02-01,Adopted Budget,2025,NREIMB,GCMCOC,Administration,Managers/Supervisors,3
2024,2024-02-01,Adopted Budget,2025,REIMB,MTAHQ,Administration,Professional/Technical/Clerical,49
2024,2024-02-01,Adopted Budget,2025,REIMB,BT,Engineering,Professional/Technical/Clerical,103
2024,2024-02-01,Adopted Budget,2024,NREIMB,MTAHQ,Administration,Managers/Supervisors,700
2024,2024-02-01,Adopted Budget,2025,NREIMB,BT,Administration,Professional/Technical/Clerical,49
2024,2024-02-01,Adopted Budget,2024,NREIMB,NYCT,Maintenance,Managers/Supervisors,3651
2024,2024-02-01,Adopted Budget,2025,REIMB,MNR,Operations,Managers/Supervisors,22
2024,2024-02-01,Adopted Budget,2025,NREIMB,NYCT,Administration,Operational Hourlies,24
2024,2024-02-01,Adopted Budget,2025,NREIMB,MTABC,Operations,Professional/Technical/Clerical,45
2024,2024-02-01,Adopted Budget,2025,NREIMB,MNR,Maintenance,Managers/Supervisors,628
2024,2024-02-01,Adopted Budget,2024,REIMB,MTAHQ,Administration,Professional/Technical/Clerical,49
2024,2024-02-01,Adopted Budget,2025,NREIMB,LIRR,Maintenance,Operational Hourlies,2850.8
2024,2024-02-01,Adopted Budget,2024,NREIMB,MTABC,Operations,Operational Hourlies,2247
2024,2024-02-01,Adopted Budget,2024,NREIMB,MTAHQ,Public Safety,Operational Hourlies,1010
2024,2024-02-01,Adopted Budget,2024,REIMB,SIR,Maintenance,Operational Hourlies,23
2024,2024-02-01,Adopted Budget,2025,REIMB,NYCT,Engineering,Operational Hourlies,2
2024,2024-02-01,Adopted Budget,2024,REIMB,MTABC,Administration,Professional/Technical/Clerical,4
2024,2024-02-01,Adopted Budget,2025,NREIMB,NYCT,Operations,Professional/Technical/Clerical,443
2024,2024-02-01,Adopted Budget,2024,NREIMB,MNR,Maintenance,Operational Hourlies,2116
2024,2024-02-01,Adopted Budget,2024,NREIMB,MNR,Engineering,Professional/Technical/Clerical,2
2024,2024-02-01,Adopted Budget,2025,NREIMB,LIRR,Operations,Professional/Technical/Clerical,131
2024,2024-02-01,Adopted Budget,2024,REIMB,LIRR,Operations,Operational Hourlies,128.6
2024,2024-02-01,Adopted Budget,2025,REIMB,NYCT,Public Safety,Professional/Technical/Clerical,4
2024,2024-02-01,Adopted Budget,2025,NREIMB,BT,Public Safety,Professional/Technical/Clerical,36
2024,2024-02-01,Adopted Budget,2024,NREIMB,MTABC,Administration,Professional/Technical/Clerical,60
2024,2024-02-01,Adopted Budget,2025,REIMB,LIRR,Administration,Professional/Technical/Clerical,53.8
2024,2024-02-01,Adopted Budget,2024,NREIMB,LIRR,Engineering,Operational Hourlies,0
2024,2024-02-01,Adopted Budget,2024,NREIMB,CD,Administration,Managers/Supervisors,16
2024,2024-02-01,Adopted Budget,2025,NREIMB,SIR,Maintenance,Managers/Supervisors,30
2024,2024-02-01,Adopted Budget,2024,REIMB,NYCT,Engineering,Professional/Technical/Clerical,825
2024,2024-02-01,Adopted Budget,2025,REIMB,LIRR,Maintenance,Operational Hourlies,376.9
2024,2024-02-01,Adopted Budget,2025,REIMB,MTABC,Maintenance,Managers/Supervisors,5
2024,2024-02-01,Adopted Budget,2025,REIMB,SIR,Maintenance,Managers/Supervisors,2
2024,2024-02-01,Adopted Budget,2025,NREIMB,MTAHQ,Public Safety,Professional/Technical/Clerical,80
2024,2024-02-01,Adopted Budget,2024,NREIMB,NYCT,Operations,Operational Hourlies,19298
2024,2024-02-01,Adopted Budget,2025,NREIMB,MTAHQ,Administration,Professional/Technical/Clerical,1348
2024,2024-02-01,Adopted Budget,2024,NREIMB,MNR,Operations,Operational Hourlies,1600
2024,2024-02-01,Adopted Budget,2024,NREIMB,SIR,Administration,Professional/Technical/Clerical,7
2024,2024-02-01,Adopted Budget,2025,REIMB,LIRR,Maintenance,Managers/Supervisors,213.1
2024,2024-02-01,Adopted Budget,2025,REIMB,LIRR,Operations,Managers/Supervisors,8
2024,2024-02-01,Adopted Budget,2024,REIMB,SIR,Operations,Managers/Supervisors,5
2024,2024-02-01,Adopted Budget,2024,NREIMB,SIR,Operations,Managers/Supervisors,21
2024,2024-02-01,Adopted Budget,2025,NREIMB,MNR,Administration,Managers/Supervisors,161
2024,2024-02-01,Adopted Budget,2025,REIMB,SIR,Operations,Operational Hourlies,20
2024,2024-02-01,Adopted Budget,2024,NREIMB,MNR,Administration,Professional/Technical/Clerical,301
2024,2024-02-01,Adopted Budget,2025,REIMB,MNR,Administration,Professional/Technical/Clerical,10
2024,2024-02-01,Adopted Budget,2024,NREIMB,LIRR,Maintenance,Operational Hourlies,2850.79
2024,2024-02-01,Adopted Budget,2024,NREIMB,CD,Administration,Professional/Technical/Clerical,5
2024,2024-02-01,Adopted Budget,2024,REIMB,LIRR,Administration,Managers/Supervisors,34.3
2024,2024-02-01,Adopted Budget,2024,REIMB,SIR,Engineering,Professional/Technical/Clerical,2
2024,2024-02-01,Adopted Budget,2025,NREIMB,BT,Operations,Managers/Supervisors,72
2024,2024-02-01,Adopted Budget,2024,NREIMB,MTABC,Maintenance,Operational Hourlies,855
2024,2024-02-01,Adopted Budget,2024,NREIMB,MTABC,Administration,Operational Hourlies,1
2024,2024-02-01,Adopted Budget,2025,NREIMB,SIR,Operations,Operational Hourlies,100
2024,2024-02-01,Adopted Budget,2025,NREIMB,MTAHQ,Administration,Managers/Supervisors,697
2024,2024-02-01,Adopted Budget,2025,NREIMB,LIRR,Engineering,Managers/Supervisors,6
2024,2024-02-01,Adopted Budget,2025,REIMB,CD,Administration,Managers/Supervisors,37
2024,2024-02-01,Adopted Budget,2024,REIMB,MNR,Operations,Managers/Supervisors,22
2024,2024-02-01,Adopted Budget,2024,REIMB,NYCT,Public Safety,Professional/Technical/Clerical,4
2024,2024-02-01,Adopted Budget,2024,NREIMB,NYCT,Public Safety,Operational Hourlies,329
2024,2024-02-01,Adopted Budget,2024,REIMB,LIRR,Operations,Professional/Technical/Clerical,1
2024,2024-02-01,Adopted Budget,2025,NREIMB,SIR,Administration,Professional/Technical/Clerical,7
2024,2024-02-01,Adopted Budget,2024,REIMB,MNR,Maintenance,Managers/Supervisors,105
2024,2024-02-01,Adopted Budget,2025,NREIMB,MTAHQ,Public Safety,Managers/Supervisors,241
2024,2024-02-01,Adopted Budget,2024,REIMB,CD,Administration,Managers/Supervisors,37
2024,2024-02-01,Adopted Budget,2025,REIMB,NYCT,Maintenance,Operational Hourlies,1318
2024,2024-02-01,Adopted Budget,2024,NREIMB,NYCT,Public Safety,Managers/Supervisors,444
2024,2024-02-01,Adopted Budget,2024,REIMB,LIRR,Engineering,Managers/Supervisors,139
2024,2024-02-01,Adopted Budget,2025,REIMB,BT,Operations,Professional/Technical/Clerical,28
2024,2024-02-01,Adopted Budget,2025,NREIMB,MTABC,Maintenance,Managers/Supervisors,247
2024,2024-02-01,Adopted Budget,2025,REIMB,LIRR,Engineering,Operational Hourlies,0
2024,2024-02-01,Adopted Budget,2024,NREIMB,NYCT,Engineering,Professional/Technical/Clerical,0
2024,2024-02-01,Adopted Budget,2025,NREIMB,NYCT,Maintenance,Professional/Technical/Clerical,700
2024,2024-01-01,Adopted Budget,2025,REIMB,SIR,Engineering,Professional/Technical/Clerical,2
2024,2024-01-01,Adopted Budget,2024,REIMB,NYCT,Engineering,Managers/Supervisors,313
2024,2024-01-01,Adopted Budget,2025,NREIMB,NYCT,Administration,Professional/Technical/Clerical,535
2024,2024-01-01,Adopted Budget,2025,REIMB,LIRR,Maintenance,Managers/Supervisors,229.9
2024,2024-01-01,Adopted Budget,2024,NREIMB,NYCT,Operations,Managers/Supervisors,2741
2024,2024-01-01,Adopted Budget,2025,NREIMB,MTABC,Operations,Professional/Technical/Clerical,45
2024,2024-01-01,Adopted Budget,2025,NREIMB,LIRR,Administration,Professional/Technical/Clerical,147.8
2024,2024-01-01,Adopted Budget,2024,NREIMB,BT,Operations,Professional/Technical/Clerical,0
2024,2024-01-01,Adopted Budget,2025,NREIMB,LIRR,Administration,Operational Hourlies,22
2024,2024-01-01,Adopted Budget,2024,NREIMB,BT,Public Safety,Managers/Supervisors,117
2024,2024-01-01,Adopted Budget,2025,NREIMB,LIRR,Operations,Professional/Technical/Clerical,131
2024,2024-01-01,Adopted Budget,2024,NREIMB,MNR,Operations,Professional/Technical/Clerical,235
2024,2024-01-01,Adopted Budget,2025,NREIMB,LIRR,Maintenance,Operational Hourlies,2834.6
2024,2024-01-01,Adopted Budget,2024,REIMB,MTABC,Engineering,Managers/Supervisors,15
2024,2024-01-01,Adopted Budget,2025,REIMB,SIR,Operations,Operational Hourlies,20
2024,2024-01-01,Adopted Budget,2025,REIMB,NYCT,Public Safety,Operational Hourlies,0
2024,2024-01-01,Adopted Budget,2025,REIMB,SIR,Maintenance,Operational Hourlies,23
2024,2024-01-01,Adopted Budget,2024,REIMB,SIR,Engineering,Managers/Supervisors,2
2024,2024-01-01,Adopted Budget,2025,REIMB,NYCT,Operations,Managers/Supervisors,209
2024,2024-01-01,Adopted Budget,2024,NREIMB,LIRR,Maintenance,Professional/Technical/Clerical,215.4
2024,2024-01-01,Adopted Budget,2025,NREIMB,SIR,Operations,Professional/Technical/Clerical,6
2024,2024-01-01,Adopted Budget,2025,REIMB,MNR,Administration,Managers/Supervisors,7
2024,2024-01-01,Adopted Budget,2024,NREIMB,MNR,Maintenance,Managers/Supervisors,646
2024,2024-01-01,Adopted Budget,2025,REIMB,LIRR,Engineering,Professional/Technical/Clerical,61
